iter	Passed	Remaining
259	688	1960
260	691	1957
261	693	1954
262	696	1951
263	698	1948
264	701	1946
265	704	1943
266	706	1940
267	709	1936
268	711	1933
269	713	1929
270	716	1926
271	718	1924
272	720	1919
273	723	1916
274	726	1914
275	728	1911
276	730	1907
277	733	1903
278	735	1901
279	738	1898
280	740	1895
281	743	1892
282	745	1888
283	748	1886
284	750	1883
285	753	1881
286	756	1878
287	758	1875
288	761	1872
289	763	1869
290	766	1867
291	770	1867
292	772	1865
293	775	1862
294	777	1859
295	781	1858
296	784	1856
297	787	1855
298	790	1852
299	792	1849
300	794	1846
301	797	1842
302	799	1839
303	801	1836
304	804	1834
305	807	1831
306	809	1828
307	812	1825
308	815	1823
309	818	1821
310	820	1818
311	823	1815
312	825	1812
313	828	1809
314	830	1806
315	833	1804
316	835	1801
317	838	1797
318	841	1795
319	843	1792
320	845	1789
321	848	1785
322	850	1783
323	853	1780
324	856	1778
325	859	1777
326	862	1775
327	865	1773
328	867	1769
329	870	1767
330	872	1764
331	876	1762
332	878	1759
333	881	1758
334	884	1756
335	886	1751
336	888	1747
337	889	1741
338	891	1737
339	893	1734
340	894	1729
341	898	1728
342	901	1726
343	904	1724
344	906	1721
345	908	1717
346	910	1713
347	911	1708
348	913	1703
349	916	1701
350	918	1699
351	920	1695
352	922	1690
353	923	1685
354	924	1680
355	926	1676
356	927	1671
357	929	1666
358	930	1661
359	932	1657
360	934	1653
361	935	1648
362	937	1644
363	938	1639
364	939	1634
365	942	1632
366	944	1629
367	946	1625
368	947	1620
369	948	1615
370	950	1611
371	952	1607
372	953	1603
373	955	1598
374	956	1594
375	958	1590
376	960	1586
377	961	1582
378	963	1578
379	965	1575
380	967	1572
381	969	1568
382	971	1564
383	972	1559
384	973	1555
385	975	1551
386	976	1547
387	978	1542
388	979	1538
389	981	1534
390	982	1530
391	984	1526
392	985	1522
393	987	1518
394	989	1515
395	990	1511
396	992	1507
397	993	1503
398	995	1499
399	997	1496
400	1000	1494
401	1001	1490
402	1003	1486
403	1004	1482
404	1005	1477
405	1007	1474
406	1009	1471
407	1011	1468
408	1014	1466
409	1017	1463
410	1020	1461
411	1023	1460
412	1025	1457
413	1028	1455
414	1030	1452
415	1033	1450
416	1036	1448
417	1038	1446
418	1040	1442
419	1042	1439
420	1045	1437
421	1047	1435
422	1050	1432
423	1053	1430
424	1055	1428
425	1057	1424
426	1059	1421
427	1061	1418
428	1064	1416
429	1067	1414
430	1069	1411
431	1071	1409
432	1074	1406
433	1076	1404
434	1078	1401
435	1081	1398
436	1083	1395
437	1085	1393
438	1088	1390
439	1090	1387
440	1093	1385
441	1095	1383
442	1098	1381
443	1100	1378
444	1103	1376
445	1106	1374
446	1109	1372
447	1111	1370
448	1114	1367
449	1116	1364
450	1118	1361
451	1121	1359
452	1123	1356
453	1126	1354
454	1128	1351
455	1131	1349
456	1133	1346
457	1135	1344
458	1138	1341
459	1140	1339
460	1143	1337
461	1146	1335
462	1149	1333
463	1152	1331
464	1154	1328
465	1157	1326
466	1159	1323
467	1162	1321
468	1164	1318
469	1167	1316
470	1169	1314
471	1172	1311
472	1174	1308
473	1176	1305
474	1179	1303
475	1181	1300
476	1184	1298
477	1186	1295
478	1188	1293
479	1191	1290
480	1194	1288
481	1196	1285
482	1199	1283
483	1202	1281
484	1205	1279
485	1207	1277
486	1210	1275
487	1213	1273
488	1216	1270
489	1218	1268
490	1220	1265
491	1223	1262
492	1225	1260
493	1228	1257
494	1230	1255
495	1232	1252
496	1235	1250
497	1237	1247
498	1239	1244
499	1242	1242
500	1245	1240
501	1247	1237
502	1249	1234
503	1252	1232
504	1254	1229
505	1257	1227
506	1259	1224
507	1261	1221
508	1264	1219
509	1266	1216
510	1268	1214
511	1271	1211
512	1273	1208
513	1275	1206
514	1278	1203
515	1280	1201
516	1282	1198
517	1285	1195
518	1287	1193
519	1290	1191
520	1293	1188
521	1295	1186
522	1298	1184
523	1301	1181
524	1303	1179
525	1305	1176
526	1308	1174
527	1310	1171
528	1313	1169
529	1315	1166
530	1317	1163
531	1320	1161
532	1322	1158
533	1325	1156
534	1327	1154
535	1330	1151
536	1332	1149
537	1335	1146
538	1337	1144
539	1340	1141
540	1342	1139
541	1345	1136
542	1348	1134
543	1350	1132
544	1353	1129
545	1355	1127
546	1358	1124
547	1360	1122
548	1363	1119
549	1365	1117
550	1367	1114
551	1370	1112
552	1373	1109
553	1375	1107
554	1378	1105
555	1380	1102
556	1383	1100
557	1385	1097
558	1388	1095
559	1390	1092
560	1394	1091
561	1397	1089
562	1400	1086
563	1402	1084
564	1405	1082
565	1408	1079
566	1410	1076
567	1412	1074
568	1415	1071
569	1417	1069
570	1419	1066
571	1422	1064
572	1424	1061
573	1426	1058
574	1429	1056
575	1431	1053
576	1434	1051
577	1436	1048
578	1439	1046
579	1441	1043
580	1444	1041
581	1446	1039
582	1449	1036
583	1452	1034
584	1454	1031
585	1457	1029
586	1459	1026
587	1461	1024
588	1464	1021
589	1466	1019
590	1468	1016
591	1471	1014
592	1474	1011
593	1476	1009
594	1478	1006
595	1481	1004
596	1483	1001
597	1486	999
598	1488	996
599	1491	994
600	1493	991
601	1495	989
602	1498	986
603	1500	983
604	1503	981
605	1506	979
606	1508	976
607	1511	974
608	1514	972
609	1517	969
610	1520	967
611	1521	964
612	1524	962
613	1527	960
614	1529	957
615	1533	955
616	1535	953
617	1537	950
618	1540	948
619	1543	945
620	1545	943
621	1547	940
622	1550	938
623	1553	935
624	1555	933
625	1558	930
626	1560	928
627	1563	926
628	1565	923
629	1568	921
630	1570	918
631	1573	916
632	1575	913
633	1578	911
634	1581	909
635	1584	906
636	1586	904
637	1589	901
638	1592	899
639	1594	897
640	1597	894
641	1599	892
642	1602	889
643	1605	887
644	1608	885
645	1610	882
646	1613	880
647	1616	878
648	1619	876
649	1622	873
650	1626	871
651	1629	869
652	1632	867
653	1634	864
654	1637	862
655	1640	860
656	1643	857
657	1646	855
658	1648	852
659	1650	850
660	1653	848
661	1656	845
662	1659	843
663	1662	841
664	1665	838
665	1668	836
666	1671	834
667	1674	832
668	1677	829
669	1680	827
670	1682	825
671	1685	822
672	1686	819
673	1689	817
674	1692	814
675	1694	812
676	1697	809
677	1699	807
678	1702	804
679	1705	802
680	1708	800
681	1710	797
682	1713	795
683	1716	792
684	1719	790
685	1721	788
686	1724	785
687	1726	783
688	1729	780
689	1732	778
690	1734	775
691	1736	773
692	1739	770
693	1741	767
694	1743	765
695	1746	762
696	1749	760
697	1751	757
698	1754	755
699	1756	752
700	1758	750
701	1761	747
702	1763	744
703	1765	742
704	1767	739
705	1770	737
706	1772	734
707	1775	732
708	1778	729
709	1781	727
710	1784	725
711	1787	722
712	1789	720
713	1792	717
714	1794	715
715	1797	712
716	1800	710
717	1802	708
718	1805	705
719	1808	703
720	1810	700
721	1813	698
722	1815	695
723	1817	692
724	1819	690
725	1822	687
726	1824	685
727	1827	682
728	1830	680
729	1833	678
730	1836	675
731	1838	673
732	1841	670
733	1843	668
734	1845	665
735	1847	662
736	1849	660
737	1851	657
738	1853	654
739	1855	651
740	1858	649
741	1860	646
742	1863	644
743	1865	641
744	1868	639
745	1870	636
746	1873	634
747	1875	631
748	1877	629
749	1880	626
750	1882	624
751	1885	621
752	1887	619
753	1890	616
754	1892	614
755	1895	611
756	1898	609
757	1900	606
758	1902	604
759	1905	601
760	1907	599
761	1909	596
762	1912	594
763	1915	591
764	1918	589
765	1920	586
766	1922	584
767	1925	581
768	1927	579
769	1930	576
770	1932	574
771	1935	571
772	1938	569
773	1941	566
774	1944	564
775	1946	561
776	1948	559
777	1950	556
778	1953	554
779	1955	551
780	1958	549
781	1961	546
782	1963	544
783	1965	541
784	1968	539
785	1970	536
786	1973	534
787	1976	531
788	1978	529
789	1980	526
790	1983	524
791	1985	521
792	1987	518
793	1990	516
794	1994	514
795	1997	512
796	2000	509
797	2003	507
798	2005	504
799	2007	501
800	2009	499
801	2012	496
802	2014	494
803	2016	491
804	2018	488
805	2020	486
806	2022	483
807	2023	480
808	2025	478
809	2027	475
810	2028	472
811	2030	470
812	2032	467
813	2034	464
814	2036	462
815	2038	459
816	2041	457
817	2044	454
818	2046	452
819	2049	449
820	2052	447
821	2054	444
822	2056	442
823	2059	439
824	2061	437
825	2064	434
826	2066	432
827	2068	429
828	2071	427
829	2073	424
830	2076	422
831	2078	419
832	2080	417
833	2083	414
834	2086	412
835	2089	409
836	2091	407
837	2094	404
838	2096	402
839	2099	399
840	2102	397
841	2104	394
842	2107	392
843	2109	389
844	2112	387
845	2114	384
846	2117	382
847	2119	379
848	2122	377
849	2124	374
850	2127	372
851	2129	369
852	2131	367
853	2134	364
854	2136	362
855	2139	359
856	2142	357
857	2144	354
858	2147	352
859	2149	349
860	2152	347
861	2154	344
862	2156	342
863	2159	339
864	2161	337
865	2163	334
866	2166	332
867	2168	329
868	2171	327
869	2173	324
870	2176	322
871	2178	319
872	2181	317
873	2183	314
874	2185	312
875	2188	309
876	2191	307
877	2193	304
878	2196	302
879	2198	299
880	2201	297
881	2203	294
882	2206	292
883	2208	289
884	2211	287
885	2213	284
886	2216	282
887	2218	279
888	2221	277
889	2223	274
890	2226	272
891	2228	269
892	2231	267
893	2233	264
894	2236	262
895	2238	259
896	2240	257
897	2243	254
898	2246	252
899	2248	249
900	2251	247
901	2253	244
902	2256	242
903	2258	239
904	2261	237
905	2264	234
906	2267	232
907	2270	230
908	2272	227
909	2275	225
910	2277	222
911	2280	220
912	2282	217
913	2285	215
914	2288	212
915	2291	210
916	2294	207
917	2298	205
918	2300	202
919	2303	200
920	2305	197
921	2308	195
922	2311	192
923	2313	190
924	2316	187
925	2318	185
926	2320	182
927	2323	180
928	2325	177
929	2328	175
930	2331	172
931	2333	170
932	2336	167
933	2338	165
934	2341	162
935	2343	160
936	2346	157
937	2349	155
938	2352	152
939	2354	150
940	2357	147
941	2360	145
942	2362	142
943	2364	140
944	2367	137
945	2369	135
946	2372	132
947	2374	130
948	2377	127
949	2379	125
950	2381	122
951	2384	120
952	2386	117
953	2389	115
954	2391	112
955	2394	110
956	2396	107
957	2399	105
958	2401	102
959	2404	100
960	2407	97
961	2409	95
962	2411	92
963	2414	90
964	2416	87
965	2419	85
966	2421	82
967	2424	80
968	2427	77
969	2429	75
970	2432	72
971	2435	70
972	2437	67
973	2440	65
974	2442	62
975	2444	60
976	2445	57
977	2446	55
978	2447	52
979	2449	49
980	2451	47
981	2452	44
982	2454	42
983	2456	39
984	2458	37
985	2459	34
986	2461	32
987	2463	29
988	2464	27
989	2466	24
990	2468	22
991	2470	19
992	2473	17
993	2475	14
994	2477	12
995	2480	9
996	2482	7
997	2485	4
998	2487	2
999	2490	0
