iter	CrossEntropy
479	0.5097399283
480	0.5095222505
481	0.5095057928
482	0.5094749936
483	0.5093043818
484	0.509236247
485	0.5088694971
486	0.508851774
487	0.5088216818
488	0.5086891826
489	0.5086599766
490	0.5086555731
491	0.5085437038
492	0.508497355
493	0.5084117997
494	0.508342276
495	0.5083115261
496	0.5081364509
497	0.5080653566
498	0.5080323914
499	0.5080169185
500	0.5079577026
501	0.5078984273
502	0.5078754844
503	0.507702421
504	0.5075529656
505	0.5073984394
506	0.5073724432
507	0.5072873784
508	0.5072557733
509	0.5070792169
510	0.5069606151
511	0.5068212951
512	0.5066394228
513	0.5066136117
514	0.5065811927
515	0.5064967062
516	0.5064744165
517	0.5064332386
518	0.5061249417
519	0.505958638
520	0.5056622982
521	0.5056018263
522	0.5055321638
523	0.505415044
524	0.5052261274
525	0.5051257044
526	0.5050926531
527	0.505039745
528	0.5050249101
529	0.5049923232
530	0.5049865433
531	0.5048940766
532	0.5047648921
533	0.504383639
534	0.5042484913
535	0.5038725367
536	0.5037802762
537	0.5037323882
538	0.5037186751
539	0.5035654919
540	0.5035416767
541	0.503417188
542	0.5032914408
543	0.5032697068
544	0.5031531712
545	0.503109879
546	0.5030555154
547	0.5029910322
548	0.5029366774
549	0.5025153577
550	0.5024964193
551	0.5022609334
552	0.5021074423
553	0.5019877446
554	0.5019095169
555	0.5018676212
556	0.5018229594
557	0.5017143497
558	0.5014296353
559	0.5013971159
560	0.5013245086
561	0.5011390443
562	0.5010867368
563	0.5010751634
564	0.5010093119
565	0.5009536613
566	0.5009399436
567	0.5008991111
568	0.5006780608
569	0.5004668609
570	0.5003296461
571	0.5002170662
572	0.5002103245
573	0.5001660746
574	0.500154433
575	0.4996798396
576	0.4995680506
577	0.4994053319
578	0.4991532846
579	0.4989983697
580	0.4989555263
581	0.4988322733
582	0.4987849755
583	0.498662479
584	0.4984950995
585	0.4984084105
586	0.4983601394
587	0.4983293545
588	0.4983110124
589	0.4982163123
590	0.4978992964
591	0.4978003063
592	0.4977709944
593	0.497747978
594	0.4975985384
595	0.4975075847
596	0.4973739242
597	0.497360141
598	0.497352958
599	0.4973246769
600	0.4971580004
601	0.4969480721
602	0.4968642706
603	0.4967778538
604	0.4962520336
605	0.4958759945
606	0.4957152369
607	0.4956846979
608	0.495561331
609	0.4954751682
610	0.4953607347
611	0.4953607348
612	0.4945862544
613	0.4943561439
614	0.4943151142
615	0.4942175985
616	0.4942041598
617	0.4941447929
618	0.4941037529
619	0.4938865504
620	0.4933294129
621	0.4933027819
622	0.4932167976
623	0.4931716074
624	0.4929392861
625	0.4927474803
626	0.492553087
627	0.4925394956
628	0.4924865733
629	0.4923980741
630	0.4923474642
631	0.4923224406
632	0.4923043526
633	0.4922540602
634	0.4919028646
635	0.4918853075
636	0.4915419742
637	0.4915387051
638	0.4913834641
639	0.4911280664
640	0.491094096
641	0.4910893158
642	0.4908174902
643	0.4907545798
644	0.4906535206
645	0.4905925361
646	0.4905810577
647	0.490404428
648	0.490170949
649	0.490130838
650	0.490119872
651	0.4900573041
652	0.4899064812
653	0.4897649021
654	0.4896318082
655	0.4894019291
656	0.489259389
657	0.488989478
658	0.4889796985
659	0.4888407679
660	0.4888249369
661	0.4886822587
662	0.4886481781
663	0.4884877244
664	0.4884322391
665	0.4882788496
666	0.4880752977
667	0.4880688691
668	0.4878960538
669	0.4877357442
670	0.4877146004
671	0.4874448887
672	0.4874144809
673	0.487329477
674	0.4872804922
675	0.4872658043
676	0.4872488364
677	0.4872407731
678	0.4872288523
679	0.4870990649
680	0.4868162898
681	0.4867853886
682	0.486758346
683	0.4866815133
684	0.4865558204
685	0.4864517427
686	0.4863844317
687	0.4862731626
688	0.4862664126
689	0.4862510145
690	0.4862149038
691	0.4861236318
692	0.4859779838
693	0.4858816473
694	0.4857911008
695	0.4856924691
696	0.4856323311
697	0.4855770127
698	0.4854387569
699	0.485360031
700	0.4853462148
701	0.4853163737
702	0.4852480321
703	0.4850927843
704	0.4850737413
705	0.4849566262
706	0.4849292636
707	0.4849058243
708	0.4844315623
709	0.4844029965
710	0.4843001878
711	0.4842805597
712	0.4842359216
713	0.4840901986
714	0.48408211
715	0.4839459532
716	0.4837191622
717	0.4833901387
718	0.4833791247
719	0.483366594
720	0.4833108955
721	0.4832910058
722	0.4832596614
723	0.4832561676
724	0.4832504761
725	0.4832475051
726	0.4831853108
727	0.4827973514
728	0.4827021059
729	0.482687026
730	0.4825267374
731	0.482515867
732	0.4823383193
733	0.4821618957
734	0.4820551373
735	0.4820433609
736	0.4820335663
737	0.4820223174
738	0.4820104881
739	0.4814117546
740	0.4813633743
741	0.4813483126
742	0.4813449044
743	0.4813101361
744	0.4811126895
745	0.4810437978
746	0.4808667568
747	0.4808488652
748	0.480765132
749	0.4807040201
750	0.4806976801
751	0.4805591337
752	0.4802801243
753	0.4802126607
754	0.4801558564
755	0.4801032561
756	0.4799752948
757	0.4799697486
758	0.4799565782
759	0.4798500794
760	0.4797840411
761	0.4797415817
762	0.4796900522
763	0.4796440001
764	0.4796306367
765	0.4793090976
766	0.4792626976
767	0.4791801839
768	0.4790632023
769	0.4790363123
770	0.4789061945
771	0.4787278938
772	0.4786674784
773	0.478549775
774	0.4785066206
775	0.4784816534
776	0.4784448718
777	0.4784250818
778	0.4784029503
779	0.4783199658
780	0.4781600862
781	0.4780115616
782	0.4779592702
783	0.4779247312
784	0.4778080998
785	0.4777406702
786	0.4777372217
787	0.4774496826
788	0.4774184573
789	0.4773227149
790	0.4773086196
791	0.4771970529
792	0.4771915846
793	0.4771198795
794	0.4769277905
795	0.4769139597
796	0.4766786412
797	0.4766603634
798	0.476515099
799	0.4764883926
800	0.4764022928
801	0.4763563353
802	0.4763215165
803	0.4762811047
804	0.4762671922
805	0.4762580742
806	0.4762146856
807	0.4761814108
808	0.4758702313
809	0.4758529424
810	0.4754590354
811	0.4752967875
812	0.4752065339
813	0.4751072149
814	0.4751005843
815	0.4750426742
816	0.4749960677
817	0.4749131273
818	0.4748064626
819	0.474790913
820	0.4746459542
821	0.4741669354
822	0.4740849441
823	0.4740586618
824	0.4739305511
825	0.4739105418
826	0.4737610962
827	0.4737597355
828	0.4736701299
829	0.4736497176
830	0.4736330491
831	0.4734232773
832	0.4734070239
833	0.4733030132
834	0.4731619949
835	0.4730961505
836	0.4725480037
837	0.4724272524
838	0.4723017661
839	0.4722747577
840	0.4722681154
841	0.4722644414
842	0.4722619972
843	0.4722011879
844	0.4721560481
845	0.4721534726
846	0.4720854778
847	0.472084079
848	0.4718435064
849	0.4717418232
850	0.4717090898
851	0.4717050396
852	0.4716936119
853	0.4713963729
854	0.4713800433
855	0.47136748
856	0.4711496548
857	0.4709142094
858	0.4708656898
859	0.4708552354
860	0.4707783808
861	0.4707731124
862	0.4707428477
863	0.4705217849
864	0.470517659
865	0.4704580628
866	0.4704043554
867	0.4703322085
868	0.4702789757
869	0.4701962561
870	0.4700287928
871	0.469854219
872	0.4698133566
873	0.4697754407
874	0.4697501281
875	0.46963568
876	0.4695489156
877	0.4695212809
878	0.4695087294
879	0.4694223944
880	0.4691067546
881	0.4689709318
882	0.4686256539
883	0.4686080838
884	0.4684674508
885	0.468452758
886	0.4684490352
887	0.4683551286
888	0.4680570889
889	0.4680341612
890	0.4679957248
891	0.4678638192
892	0.4675799396
893	0.4675267096
894	0.4674906366
895	0.4673678398
896	0.4673635696
897	0.4673458097
898	0.4669207821
899	0.4668476173
900	0.4668432393
901	0.4666180856
902	0.4665979464
903	0.4665558303
904	0.4662914913
905	0.4662794333
906	0.4662027411
907	0.4661221604
908	0.4661181146
909	0.4660021275
910	0.4656187671
911	0.4655551949
912	0.465368126
913	0.4653093789
914	0.4652979215
915	0.4652324204
916	0.4651809193
917	0.4651637578
918	0.4651614177
919	0.4651317338
920	0.4651021474
921	0.4650805601
922	0.4650675396
923	0.4650566021
924	0.4649228285
925	0.4649208463
926	0.4648998041
927	0.4648057628
928	0.4647335489
929	0.4646704282
930	0.4645821316
931	0.4645468241
932	0.4645399948
933	0.4644952478
934	0.4644183682
935	0.4643819518
936	0.4643290309
937	0.4643204652
938	0.4642864784
939	0.4642272485
940	0.4641025734
941	0.4640119834
942	0.4639379311
943	0.4637091333
944	0.4636664897
945	0.4635376993
946	0.4634846214
947	0.4634437402
948	0.4634382443
949	0.4633097647
950	0.4632660758
951	0.4632543573
952	0.4631411958
953	0.4629876643
954	0.4626357461
955	0.4624308112
956	0.4624012952
957	0.4623414339
958	0.462326787
959	0.4621331177
960	0.4620645647
961	0.4620339093
962	0.4619576856
963	0.4619499262
964	0.4619205224
965	0.4619167618
966	0.4619137326
967	0.4619094621
968	0.461872371
969	0.4617716516
970	0.4617354754
971	0.4616982861
972	0.4616952849
973	0.4616630179
974	0.4616497454
975	0.4613941519
976	0.4613041733
977	0.4612939325
978	0.4612892241
979	0.461035835
980	0.4610273958
981	0.4610190318
982	0.4609775926
983	0.4609739702
984	0.460902426
985	0.4607813723
986	0.4607555406
987	0.4606917428
988	0.4606900835
989	0.4605616089
990	0.4605267503
991	0.4604181057
992	0.4604046016
993	0.4604003255
994	0.4602922555
995	0.4600098141
996	0.4599987201
997	0.4599896735
998	0.4599323515
999	0.4598852741
